cenario,modulo,datahora_sinal,datahora_entrada,datahora_saida,direcao,take,stop,pontos,resultado
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-02-12 20:54:00,2025-02-12 20:56:00,2025-02-13 05:24:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-02-16 20:58:00,2025-02-16 21:00:00,2025-02-16 23:12:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-02-18 03:48:00,2025-02-18 03:50:00,2025-02-18 11:46:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-02-19 20:54:00,2025-02-19 20:56:00,2025-02-19 23:00:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-02-21 03:50:00,2025-02-21 03:52:00,2025-02-21 09:22:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-02-23 20:54:00,2025-02-23 20:56:00,2025-02-24 06:06:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-02-24 20:54:00,2025-02-24 20:56:00,2025-02-25 04:52:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-02-27 03:50:00,2025-02-27 03:52:00,2025-02-27 05:58:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-03-03 03:48:00,2025-03-03 03:50:00,2025-03-03 08:58:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-03-07 03:50:00,2025-03-07 03:52:00,2025-03-07 10:30:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-03-07 10:30:00,2025-03-07 10:32:00,2025-03-07 10:32:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-03-09 20:54:00,2025-03-09 20:56:00,2025-03-09 23:36:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-03-10 10:30:00,2025-03-10 10:32:00,2025-03-10 10:54:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-03-10 20:54:00,2025-03-10 20:56:00,2025-03-10 21:44:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-03-12 20:54:00,2025-03-12 20:56:00,2025-03-13 00:06:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-03-17 03:48:00,2025-03-17 03:50:00,2025-03-17 05:48:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-03-17 20:54:00,2025-03-17 20:56:00,2025-03-17 22:30:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-03-18 03:48:00,2025-03-18 03:50:00,2025-03-18 05:24:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-03-19 20:54:00,2025-03-19 20:56:00,2025-03-20 00:00:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-03-20 03:50:00,2025-03-20 03:52:00,2025-03-20 06:28:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-03-21 10:30:00,2025-03-21 10:32:00,2025-03-21 17:00:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-03-23 20:54:00,2025-03-23 20:56:00,2025-03-23 21:30:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-03-24 03:48:00,2025-03-24 03:50:00,2025-03-24 05:02:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-03-24 10:30:00,2025-03-24 10:32:00,2025-03-24 10:38:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-03-25 20:54:00,2025-03-25 20:56:00,2025-03-26 10:46:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-03-26 20:58:00,2025-03-26 21:00:00,2025-03-26 23:04:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-03-28 03:50:00,2025-03-28 03:52:00,2025-03-28 04:42:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-03-30 20:54:00,2025-03-30 20:56:00,2025-03-30 21:12:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-04-01 03:48:00,2025-04-01 03:50:00,2025-04-01 04:04:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-04-02 20:54:00,2025-04-02 20:56:00,2025-04-02 21:16:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-04-08 03:48:00,2025-04-08 03:50:00,2025-04-08 04:20:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-04-09 03:50:00,2025-04-09 03:52:00,2025-04-09 03:54:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-04-10 20:54:00,2025-04-10 20:56:00,2025-04-10 21:02:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-04-14 03:48:00,2025-04-14 03:50:00,2025-04-14 05:00:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-04-14 10:30:00,2025-04-14 10:32:00,2025-04-14 10:40:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-04-15 20:54:00,2025-04-15 20:56:00,2025-04-15 21:32:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-04-16 03:50:00,2025-04-16 03:52:00,2025-04-16 05:26:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-04-20 20:58:00,2025-04-20 21:00:00,2025-04-20 21:20:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-04-21 03:48:00,2025-04-21 03:50:00,2025-04-21 08:24:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-04-21 20:54:00,2025-04-21 20:56:00,2025-04-21 22:22:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-04-22 03:48:00,2025-04-22 03:50:00,2025-04-22 03:54:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-04-23 20:58:00,2025-04-23 21:00:00,2025-04-24 01:14:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-04-28 03:48:00,2025-04-28 03:50:00,2025-04-28 06:52:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-04-28 10:30:00,2025-04-28 10:32:00,2025-04-28 10:42:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-04-28 20:54:00,2025-04-28 20:56:00,2025-04-28 22:42:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-04-30 03:50:00,2025-04-30 03:52:00,2025-04-30 05:14:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-04-30 20:58:00,2025-04-30 21:00:00,2025-05-01 00:34:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-05-04 20:54:00,2025-05-04 20:56:00,2025-05-04 22:42:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-05-05 10:30:00,2025-05-05 10:32:00,2025-05-05 10:56:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-05-06 03:48:00,2025-05-06 03:50:00,2025-05-06 05:20:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-05-07 20:58:00,2025-05-07 21:00:00,2025-05-07 21:56:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-05-09 03:50:00,2025-05-09 03:52:00,2025-05-09 08:10:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-05-13 20:54:00,2025-05-13 20:56:00,2025-05-14 03:56:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-05-14 20:58:00,2025-05-14 21:00:00,2025-05-15 05:04:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-05-15 20:54:00,2025-05-15 20:56:00,2025-05-16 04:54:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-05-16 10:30:00,2025-05-16 10:32:00,2025-05-16 11:34:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-05-18 20:54:00,2025-05-18 20:56:00,2025-05-18 21:36:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-05-19 03:48:00,2025-05-19 03:50:00,2025-05-19 10:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-05-19 10:30:00,2025-05-19 10:32:00,2025-05-19 10:36:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-05-20 03:48:00,2025-05-20 03:50:00,2025-05-20 04:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-05-21 03:50:00,2025-05-21 03:52:00,2025-05-21 07:00:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-05-23 10:30:00,2025-05-23 10:32:00,2025-05-23 11:12:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-05-25 20:54:00,2025-05-25 20:56:00,2025-05-26 03:28:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-05-26 03:48:00,2025-05-26 03:50:00,2025-05-26 09:20:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-05-26 10:30:00,2025-05-26 10:32:00,2025-05-26 23:16:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-05-27 03:50:00,2025-05-27 03:52:00,2025-05-27 04:28:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-05-28 20:54:00,2025-05-28 20:56:00,2025-05-28 21:48:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-05-29 03:50:00,2025-05-29 03:52:00,2025-05-29 07:24:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-05-29 20:54:00,2025-05-29 20:56:00,2025-05-29 22:04:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-05-30 03:50:00,2025-05-30 03:52:00,2025-05-30 09:08:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-06-02 10:30:00,2025-06-02 10:32:00,2025-06-02 10:32:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-06-03 03:48:00,2025-06-03 03:50:00,2025-06-03 08:36:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-06-08 20:58:00,2025-06-08 21:00:00,2025-06-09 08:32:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-06-10 03:48:00,2025-06-10 03:50:00,2025-06-10 09:48:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-06-13 10:30:00,2025-06-13 10:32:00,2025-06-13 10:58:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-06-15 20:58:00,2025-06-15 21:00:00,2025-06-16 02:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-06-16 03:50:00,2025-06-16 03:52:00,2025-06-16 05:36:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-06-16 10:30:00,2025-06-16 10:32:00,2025-06-16 10:52:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-06-16 20:54:00,2025-06-16 20:56:00,2025-06-17 14:46:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-06-22 20:58:00,2025-06-22 21:00:00,2025-06-23 02:12:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-06-23 03:48:00,2025-06-23 03:50:00,2025-06-23 04:12:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-06-23 10:30:00,2025-06-23 10:32:00,2025-06-23 10:38:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-06-23 20:54:00,2025-06-23 20:56:00,2025-06-24 02:40:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-06-24 03:48:00,2025-06-24 03:50:00,2025-06-24 13:26:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-06-25 20:58:00,2025-06-25 21:00:00,2025-06-26 02:58:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-06-26 03:50:00,2025-06-26 03:52:00,2025-06-26 09:04:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-06-27 03:50:00,2025-06-27 03:52:00,2025-06-27 11:00:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-06-29 20:58:00,2025-06-29 21:00:00,2025-06-29 23:44:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-06-30 10:30:00,2025-06-30 10:32:00,2025-06-30 16:26:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-07-01 03:50:00,2025-07-01 03:52:00,2025-07-01 09:20:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-07-09 20:54:00,2025-07-09 20:56:00,2025-07-10 01:04:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-07-13 20:58:00,2025-07-13 21:00:00,2025-07-14 10:22:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-07-14 10:30:00,2025-07-14 10:32:00,2025-07-14 11:54:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-07-15 03:48:00,2025-07-15 03:50:00,2025-07-15 07:28:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-07-16 03:50:00,2025-07-16 03:52:00,2025-07-16 12:20:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-07-17 03:50:00,2025-07-17 03:52:00,2025-07-17 11:48:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-07-17 20:54:00,2025-07-17 20:56:00,2025-07-21 10:38:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-07-22 20:54:00,2025-07-22 20:56:00,2025-07-23 11:12:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-07-24 03:50:00,2025-07-24 03:52:00,2025-07-24 11:12:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-07-25 10:30:00,2025-07-25 10:32:00,2025-07-25 13:30:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-07-27 20:54:00,2025-07-27 20:56:00,2025-07-29 04:46:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-07-30 20:58:00,2025-07-30 21:00:00,2025-07-30 22:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-08-01 03:50:00,2025-08-01 03:52:00,2025-08-01 04:14:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-08-01 10:30:00,2025-08-01 10:32:00,2025-08-01 10:32:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-08-04 10:30:00,2025-08-04 10:32:00,2025-08-04 10:36:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-08-05 03:48:00,2025-08-05 03:50:00,2025-08-05 11:26:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-08-06 20:58:00,2025-08-06 21:00:00,2025-08-06 21:40:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-08-12 03:48:00,2025-08-12 03:50:00,2025-08-12 09:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-08-12 20:54:00,2025-08-12 20:56:00,2025-08-13 05:20:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-08-13 20:54:00,2025-08-13 20:56:00,2025-08-14 09:32:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-08-15 10:30:00,2025-08-15 10:32:00,2025-08-15 10:46:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-08-17 20:58:00,2025-08-17 21:00:00,2025-08-18 11:46:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-08-19 20:54:00,2025-08-19 20:56:00,2025-08-19 22:38:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-08-20 03:50:00,2025-08-20 03:52:00,2025-08-20 04:26:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-08-20 20:58:00,2025-08-20 21:00:00,2025-08-20 23:20:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-08-22 03:50:00,2025-08-22 03:52:00,2025-08-22 05:18:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-08-22 10:30:00,2025-08-22 10:32:00,2025-08-22 11:00:00,SELL,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-08-24 20:54:00,2025-08-24 20:56:00,2025-08-25 10:30:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-08-25 20:54:00,2025-08-25 20:56:00,2025-08-25 21:02:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-08-26 03:48:00,2025-08-26 03:50:00,2025-08-26 07:36:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-08-28 03:50:00,2025-08-28 03:52:00,2025-08-28 05:22:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-08-29 10:30:00,2025-08-29 10:32:00,2025-08-29 10:36:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-08-31 20:58:00,2025-08-31 21:00:00,2025-09-01 01:30:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-01 03:50:00,2025-09-01 03:52:00,2025-09-01 05:36:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-09-01 10:30:00,2025-09-01 10:32:00,2025-09-01 10:52:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-09-01 20:54:00,2025-09-01 20:56:00,2025-09-02 04:14:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-03 03:50:00,2025-09-03 03:52:00,2025-09-03 05:10:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-09-03 20:58:00,2025-09-03 21:00:00,2025-09-03 21:18:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-04 20:54:00,2025-09-04 20:56:00,2025-09-05 02:32:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-07 20:54:00,2025-09-07 20:56:00,2025-09-08 10:36:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-09-08 20:54:00,2025-09-08 20:56:00,2025-09-09 11:34:00,SELL,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-10 03:50:00,2025-09-10 03:52:00,2025-09-10 09:30:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-11 03:50:00,2025-09-11 03:52:00,2025-09-11 09:30:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-09-14 20:54:00,2025-09-14 20:56:00,2025-09-15 10:38:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-17 20:54:00,2025-09-17 20:56:00,2025-09-18 00:02:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-09-21 20:58:00,2025-09-21 21:00:00,2025-09-22 11:28:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-22 20:54:00,2025-09-22 20:56:00,2025-09-23 14:26:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-24 03:50:00,2025-09-24 03:52:00,2025-09-24 12:32:00,BUY,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-09-24 20:58:00,2025-09-24 21:00:00,2025-09-25 08:12:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-26 03:50:00,2025-09-26 03:52:00,2025-09-26 09:34:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_SELL,2025-09-26 10:30:00,2025-09-26 10:32:00,2025-09-26 11:14:00,SELL,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-09-28 20:54:00,2025-09-28 20:56:00,2025-09-29 01:18:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-09-29 03:48:00,2025-09-29 03:50:00,2025-09-29 06:44:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-09-30 03:48:00,2025-09-30 03:50:00,2025-09-30 16:30:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-10-01 03:50:00,2025-10-01 03:52:00,2025-10-01 08:50:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-10-01 20:58:00,2025-10-01 21:00:00,2025-10-01 22:16:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-10-02 20:54:00,2025-10-02 20:56:00,2025-10-03 00:52:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-10-05 20:54:00,2025-10-05 20:56:00,2025-10-06 06:20:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-10-07 03:48:00,2025-10-07 03:50:00,2025-10-07 08:56:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,EMAADX_SELL,2025-10-07 20:54:00,2025-10-07 20:56:00,2025-10-08 10:46:00,SELL,50.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-10-08 20:58:00,2025-10-08 21:00:00,2025-10-09 10:42:00,BUY,45.5,117.0,-117.0,STOP
COMPILADO_DMI3_EMAADX,EMAADX_BUY,2025-10-09 20:54:00,2025-10-09 20:56:00,2025-10-10 10:44:00,BUY,50.5,117.0,50.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_2058_BUY,2025-10-12 20:58:00,2025-10-12 21:00:00,2025-10-12 21:56:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-10-13 03:48:00,2025-10-13 03:50:00,2025-10-13 04:10:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_1030_BUY,2025-10-13 10:30:00,2025-10-13 10:32:00,2025-10-13 10:56:00,BUY,45.5,117.0,45.5,TAKE
COMPILADO_DMI3_EMAADX,DMI3_0348_BUY,2025-10-14 03:48:00,2025-10-14 03:50:00,2025-10-14 07:28:00,BUY,45.5,117.0,-117.0,STOP
