cenario,modulo,datahora_sinal,datahora_entrada,datahora_saida,direcao,take,stop,pontos,resultado
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2024-12-20 03:50:00,2024-12-20 03:52:00,2024-12-20 05:38:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-01 20:54:00,2025-01-01 20:56:00,2025-01-01 21:16:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-02 03:50:00,2025-01-02 03:52:00,2025-01-02 08:46:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-06 03:50:00,2025-01-06 03:52:00,2025-01-06 05:44:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-01-08 03:50:00,2025-01-08 03:52:00,2025-01-08 08:30:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-01-09 20:54:00,2025-01-09 20:56:00,2025-01-09 21:18:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-01-10 03:50:00,2025-01-10 03:52:00,2025-01-10 08:12:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-13 20:54:00,2025-01-13 20:56:00,2025-01-14 05:40:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-15 20:54:00,2025-01-15 20:56:00,2025-01-16 04:04:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-20 03:50:00,2025-01-20 03:52:00,2025-01-20 10:34:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-20 20:54:00,2025-01-20 20:56:00,2025-01-20 21:50:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-01-23 03:50:00,2025-01-23 03:52:00,2025-01-23 05:30:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-01-26 20:54:00,2025-01-26 20:56:00,2025-01-26 21:38:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-01-27 03:50:00,2025-01-27 03:52:00,2025-01-27 04:16:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-29 03:50:00,2025-01-29 03:52:00,2025-01-29 11:32:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-01-30 03:50:00,2025-01-30 03:52:00,2025-01-30 09:18:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-01-31 03:50:00,2025-01-31 03:52:00,2025-01-31 11:30:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-02-02 20:54:00,2025-02-02 20:56:00,2025-02-02 21:22:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-02-05 03:50:00,2025-02-05 03:52:00,2025-02-05 05:42:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-02-09 20:54:00,2025-02-09 20:56:00,2025-02-09 21:58:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-02-10 03:50:00,2025-02-10 03:52:00,2025-02-10 11:44:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-02-10 20:54:00,2025-02-10 20:56:00,2025-02-11 04:58:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-02-12 20:54:00,2025-02-12 20:56:00,2025-02-13 05:24:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-02-18 03:50:00,2025-02-18 03:52:00,2025-02-18 11:46:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-02-19 20:54:00,2025-02-19 20:56:00,2025-02-19 23:00:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-02-21 03:50:00,2025-02-21 03:52:00,2025-02-21 09:22:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-02-23 20:54:00,2025-02-23 20:56:00,2025-02-24 06:06:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-02-24 20:54:00,2025-02-24 20:56:00,2025-02-25 04:52:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-02-27 03:50:00,2025-02-27 03:52:00,2025-02-27 05:58:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-03-07 03:50:00,2025-03-07 03:52:00,2025-03-07 10:30:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-03-09 20:54:00,2025-03-09 20:56:00,2025-03-09 23:36:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-03-10 20:54:00,2025-03-10 20:56:00,2025-03-10 21:44:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-03-12 20:54:00,2025-03-12 20:56:00,2025-03-13 00:06:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-03-17 20:54:00,2025-03-17 20:56:00,2025-03-17 22:30:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-03-18 03:50:00,2025-03-18 03:52:00,2025-03-18 05:30:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-03-19 20:54:00,2025-03-19 20:56:00,2025-03-20 00:00:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-03-20 03:50:00,2025-03-20 03:52:00,2025-03-20 06:28:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-03-23 20:54:00,2025-03-23 20:56:00,2025-03-23 21:30:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-03-25 20:54:00,2025-03-25 20:56:00,2025-03-26 10:46:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-03-28 03:50:00,2025-03-28 03:52:00,2025-03-28 04:42:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-03-30 20:54:00,2025-03-30 20:56:00,2025-03-30 21:12:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-04-01 03:50:00,2025-04-01 03:52:00,2025-04-01 04:04:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-04-02 20:54:00,2025-04-02 20:56:00,2025-04-02 21:16:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-04-09 03:50:00,2025-04-09 03:52:00,2025-04-09 03:54:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-04-10 20:54:00,2025-04-10 20:56:00,2025-04-10 21:02:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-04-15 20:54:00,2025-04-15 20:56:00,2025-04-15 21:32:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-04-16 03:50:00,2025-04-16 03:52:00,2025-04-16 05:26:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-04-21 03:50:00,2025-04-21 03:52:00,2025-04-21 04:22:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-04-21 20:54:00,2025-04-21 20:56:00,2025-04-21 22:22:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-04-22 03:50:00,2025-04-22 03:52:00,2025-04-22 03:58:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-04-28 03:50:00,2025-04-28 03:52:00,2025-04-28 09:48:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-04-28 20:54:00,2025-04-28 20:56:00,2025-04-28 22:42:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-04-30 03:50:00,2025-04-30 03:52:00,2025-04-30 05:14:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-05-04 20:54:00,2025-05-04 20:56:00,2025-05-04 22:42:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-05-09 03:50:00,2025-05-09 03:52:00,2025-05-09 08:10:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-05-13 20:54:00,2025-05-13 20:56:00,2025-05-14 03:56:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-05-15 20:54:00,2025-05-15 20:56:00,2025-05-16 04:54:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-05-18 20:54:00,2025-05-18 20:56:00,2025-05-18 21:36:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-05-19 03:50:00,2025-05-19 03:52:00,2025-05-19 05:08:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-05-21 03:50:00,2025-05-21 03:52:00,2025-05-21 07:00:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-05-25 20:54:00,2025-05-25 20:56:00,2025-05-26 03:28:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-05-26 20:54:00,2025-05-26 20:56:00,2025-05-26 22:34:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-05-27 03:50:00,2025-05-27 03:52:00,2025-05-27 04:28:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-05-28 20:54:00,2025-05-28 20:56:00,2025-05-28 21:48:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-05-29 03:50:00,2025-05-29 03:52:00,2025-05-29 07:24:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-05-29 20:54:00,2025-05-29 20:56:00,2025-05-29 22:04:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-05-30 03:50:00,2025-05-30 03:52:00,2025-05-30 09:08:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-06-16 03:50:00,2025-06-16 03:52:00,2025-06-16 05:36:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-06-16 20:54:00,2025-06-16 20:56:00,2025-06-17 14:46:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-06-23 20:54:00,2025-06-23 20:56:00,2025-06-24 02:40:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-06-24 03:50:00,2025-06-24 03:52:00,2025-06-24 13:38:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-06-26 03:50:00,2025-06-26 03:52:00,2025-06-26 09:04:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-06-27 03:50:00,2025-06-27 03:52:00,2025-06-27 11:00:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-07-01 03:50:00,2025-07-01 03:52:00,2025-07-01 09:20:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-07-09 20:54:00,2025-07-09 20:56:00,2025-07-10 01:04:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-07-16 03:50:00,2025-07-16 03:52:00,2025-07-16 12:20:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-07-17 03:50:00,2025-07-17 03:52:00,2025-07-17 11:48:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-07-17 20:54:00,2025-07-17 20:56:00,2025-07-21 10:38:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-07-22 20:54:00,2025-07-22 20:56:00,2025-07-23 11:12:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-07-24 03:50:00,2025-07-24 03:52:00,2025-07-24 11:12:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-07-27 20:54:00,2025-07-27 20:56:00,2025-07-29 04:46:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-08-01 03:50:00,2025-08-01 03:52:00,2025-08-01 04:14:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-08-05 03:50:00,2025-08-05 03:52:00,2025-08-05 11:26:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-08-12 20:54:00,2025-08-12 20:56:00,2025-08-13 05:20:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-08-13 20:54:00,2025-08-13 20:56:00,2025-08-14 09:32:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-08-18 03:50:00,2025-08-18 03:52:00,2025-08-18 05:26:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-08-19 20:54:00,2025-08-19 20:56:00,2025-08-19 22:38:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-08-20 03:50:00,2025-08-20 03:52:00,2025-08-20 04:26:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-08-22 03:50:00,2025-08-22 03:52:00,2025-08-22 05:18:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-08-24 20:54:00,2025-08-24 20:56:00,2025-08-25 10:30:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-08-25 20:54:00,2025-08-25 20:56:00,2025-08-25 21:02:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-08-26 03:50:00,2025-08-26 03:52:00,2025-08-26 16:22:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-08-28 03:50:00,2025-08-28 03:52:00,2025-08-28 05:22:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-01 03:50:00,2025-09-01 03:52:00,2025-09-01 05:36:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-09-01 20:54:00,2025-09-01 20:56:00,2025-09-02 04:14:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-03 03:50:00,2025-09-03 03:52:00,2025-09-03 05:10:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-04 20:54:00,2025-09-04 20:56:00,2025-09-05 02:32:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-07 20:54:00,2025-09-07 20:56:00,2025-09-08 10:36:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-09-08 20:54:00,2025-09-08 20:56:00,2025-09-09 11:34:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-10 03:50:00,2025-09-10 03:52:00,2025-09-10 09:30:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-11 03:50:00,2025-09-11 03:52:00,2025-09-11 09:30:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-09-14 20:54:00,2025-09-14 20:56:00,2025-09-15 10:38:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-17 20:54:00,2025-09-17 20:56:00,2025-09-18 00:02:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-09-22 03:50:00,2025-09-22 03:52:00,2025-09-22 04:22:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-22 20:54:00,2025-09-22 20:56:00,2025-09-23 14:26:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-24 03:50:00,2025-09-24 03:52:00,2025-09-24 12:32:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-09-25 03:50:00,2025-09-25 03:52:00,2025-09-25 07:44:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-26 03:50:00,2025-09-26 03:52:00,2025-09-26 09:34:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-28 20:54:00,2025-09-28 20:56:00,2025-09-29 01:18:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-09-29 03:50:00,2025-09-29 03:52:00,2025-09-29 07:24:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-10-01 03:50:00,2025-10-01 03:52:00,2025-10-01 08:50:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-10-02 20:54:00,2025-10-02 20:56:00,2025-10-03 00:52:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-10-05 20:54:00,2025-10-05 20:56:00,2025-10-06 06:20:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-10-07 03:50:00,2025-10-07 03:52:00,2025-10-07 12:06:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-10-07 20:54:00,2025-10-07 20:56:00,2025-10-08 10:46:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-10-09 20:54:00,2025-10-09 20:56:00,2025-10-10 10:44:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-10-16 03:50:00,2025-10-16 03:52:00,2025-10-16 07:08:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-10-17 03:50:00,2025-10-17 03:52:00,2025-10-17 04:08:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-10-19 20:54:00,2025-10-19 20:56:00,2025-10-20 02:22:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-10-23 20:54:00,2025-10-23 20:56:00,2025-10-24 02:50:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-10-24 03:50:00,2025-10-24 03:52:00,2025-10-24 09:30:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-10-27 03:50:00,2025-10-27 03:52:00,2025-10-27 07:06:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-10-29 03:50:00,2025-10-29 03:52:00,2025-10-29 15:34:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-11-02 20:54:00,2025-11-02 20:56:00,2025-11-03 06:22:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-11-03 20:54:00,2025-11-03 20:56:00,2025-11-03 21:18:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-11-09 20:54:00,2025-11-09 20:56:00,2025-11-09 22:26:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-11-12 03:50:00,2025-11-12 03:52:00,2025-11-12 06:42:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-11-12 20:54:00,2025-11-12 20:56:00,2025-11-12 22:04:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-11-14 03:50:00,2025-11-14 03:52:00,2025-11-14 04:14:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-11-18 03:50:00,2025-11-18 03:52:00,2025-11-18 05:06:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-11-19 20:54:00,2025-11-19 20:56:00,2025-11-19 21:26:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-11-27 03:50:00,2025-11-27 03:52:00,2025-11-28 10:30:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-12-02 20:54:00,2025-12-02 20:56:00,2025-12-02 23:28:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-12-04 03:50:00,2025-12-04 03:52:00,2025-12-04 11:08:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-12-09 03:50:00,2025-12-09 03:52:00,2025-12-09 14:02:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-12-10 20:54:00,2025-12-10 20:56:00,2025-12-10 21:48:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-12-11 20:54:00,2025-12-11 20:56:00,2025-12-12 06:08:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2025-12-15 20:54:00,2025-12-15 20:56:00,2025-12-15 21:14:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2025-12-17 03:50:00,2025-12-17 03:52:00,2025-12-17 06:44:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2026-01-01 20:54:00,2026-01-01 20:56:00,2026-01-02 02:02:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2026-01-02 03:50:00,2026-01-02 03:52:00,2026-01-02 08:50:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2026-01-05 20:54:00,2026-01-05 20:56:00,2026-01-06 00:34:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-07 20:54:00,2026-01-07 20:56:00,2026-01-07 23:58:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2026-01-08 20:54:00,2026-01-08 20:56:00,2026-01-09 04:20:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2026-01-15 03:50:00,2026-01-15 03:52:00,2026-01-15 07:26:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-19 03:50:00,2026-01-19 03:52:00,2026-01-19 08:34:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-20 03:50:00,2026-01-20 03:52:00,2026-01-20 06:10:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-21 03:50:00,2026-01-21 03:52:00,2026-01-21 05:46:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-21 20:54:00,2026-01-21 20:56:00,2026-01-22 00:08:00,SELL,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2026-01-22 03:50:00,2026-01-22 03:52:00,2026-01-22 08:48:00,BUY,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-23 03:50:00,2026-01-23 03:52:00,2026-01-23 09:00:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-25 20:54:00,2026-01-25 20:56:00,2026-01-26 02:22:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-26 03:50:00,2026-01-26 03:52:00,2026-01-26 06:08:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2026-01-26 20:54:00,2026-01-26 20:56:00,2026-01-27 00:00:00,BUY,50.5,117.0,50.5,TAKE
EMAADX_EXTRA_SOZINHO,EMAADX_SELL,2026-01-30 03:50:00,2026-01-30 03:52:00,2026-01-30 04:36:00,SELL,50.5,117.0,-117.0,STOP
EMAADX_EXTRA_SOZINHO,EMAADX_BUY,2026-02-02 03:50:00,2026-02-02 03:52:00,2026-02-02 06:16:00,BUY,50.5,117.0,50.5,TAKE
