tokens,qtd_tokens,d365_trades,d365_winrate,d365_pnl_usd,d365_max_drawdown_usd,d365_profit_factor,d90_trades,d90_winrate,d90_pnl_usd,d90_max_drawdown_usd,d90_profit_factor,d30_trades,d30_winrate,d30_pnl_usd,d30_max_drawdown_usd,d30_profit_factor,score_robustez
03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,163,76.68711656441718,5440.0,-734.0,1.7706474004816546,44,79.54545454545455,1334.0,-633.0,1.6334283000949668,12,75.0,207.0,-468.0,1.294871794871795,21.872631784196102
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,6,163,76.68711656441718,4929.5,-1271.5,1.6475108367266518,43,79.06976744186046,1451.5,-578.5,1.732156368221942,15,73.33333333333333,175.0,-468.0,1.186965811965812,20.59437753192806
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,7,193,76.68393782383419,6395.0,-1202.0,1.7635365052832668,52,82.6923076923077,2265.5,-468.0,2.1427490542244643,17,76.47058823529412,377.0,-468.0,1.4027777777777777,22.583075084046776
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|SELL|Monday,7,193,76.68393782383419,6699.5,-867.0,1.8548006379585327,57,80.7017543859649,2100.5,-601.0,1.8571720057131198,20,70.0,10.0,-601.0,1.0071225071225072,22.890782139640198
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,193,76.68393782383419,6406.5,-900.0,1.7829992666829626,57,80.7017543859649,1977.0,-601.0,1.768065268065268,20,70.0,10.0,-601.0,1.0071225071225072,22.49298076836463
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,9,223,76.68161434977578,7566.0,-755.5,1.815169961751872,65,83.07692307692308,2785.0,-601.0,2.081973581973582,24,70.83333333333334,79.0,-601.0,1.0482295482295483,23.989344217242273
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,9,223,76.68161434977578,6744.0,-1202.0,1.647620876746531,63,77.77777777777779,1796.5,-711.5,1.5698651863600317,21,71.42857142857143,111.0,-367.0,1.079059829059829,22.31809977204157
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,180,76.66666666666667,6084.0,-747.5,1.7938413361169103,49,87.75510204081633,2844.0,-234.0,3.0256410256410255,17,82.35294117647058,712.0,-234.0,2.0142450142450143,23.302410163647924
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,180,76.66666666666667,6388.5,-666.0,1.896505753578445,54,85.18518518518519,2679.0,-399.0,2.4310897435897436,20,75.0,345.0,-399.0,1.294871794871795,23.29493167950437
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,6,150,76.66666666666667,4618.5,-848.5,1.6692023473158009,40,85.0,2030.0,-266.0,2.4458689458689458,15,80.0,510.0,-234.0,1.7264957264957266,21.355869013982467
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,6,150,76.66666666666667,4923.0,-767.0,1.773630863518504,45,82.22222222222221,1865.0,-532.0,1.9962606837606838,18,72.22222222222221,143.0,-532.0,1.1222222222222222,21.318519752407393
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday,4,90,76.66666666666667,2974.0,-611.5,1.7625641025641026,28,82.14285714285714,1153.0,-367.0,1.9854700854700855,10,70.0,5.0,-266.0,1.0071225071225072,19.39887362637363
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,8,210,76.66666666666667,6726.0,-999.0,1.718781725888325,60,81.66666666666667,2498.5,-477.5,2.0195878392164865,21,76.19047619047619,446.0,-468.0,1.3811965811965812,23.005305535412134
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,4,120,76.66666666666667,3752.0,-1150.5,1.6874942739349519,32,81.25,1345.5,-468.0,2.050761421319797,11,81.81818181818183,441.0,-468.0,1.9423076923076923,20.10907003151071
10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,120,76.66666666666667,3459.0,-1202.0,1.5961737331954498,32,81.25,1222.0,-367.0,1.8703703703703705,11,81.81818181818183,441.0,-234.0,1.9423076923076923,19.673249490771212
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday,4,90,76.66666666666667,2884.0,-500.0,1.7172345187764237,30,80.0,1020.0,-500.0,1.7264957264957266,11,72.72727272727273,106.0,-500.0,1.150997150997151,19.404264821806727
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,150,76.66666666666667,4670.5,-936.0,1.6849747011806115,44,79.54545454545455,1334.0,-500.0,1.6334283000949668,15,73.33333333333333,175.0,-500.0,1.186965811965812,20.730080761786674
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,180,76.66666666666667,5566.5,-1352.5,1.6740736255751998,52,78.84615384615384,1690.5,-477.5,1.6898592124056315,17,76.47058823529412,377.0,-367.0,1.4027777777777777,21.320577396314267
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,180,76.66666666666667,5730.0,-931.0,1.7089829250185598,51,78.43137254901961,1371.0,-633.0,1.5326340326340326,18,72.22222222222221,143.0,-633.0,1.1222222222222222,21.70732933024732
10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,120,76.66666666666667,3763.5,-1171.0,1.7149506079027355,37,78.37837837837837,1057.0,-532.0,1.5646367521367521,14,71.42857142857143,74.0,-532.0,1.079059829059829,19.464464764916894
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|SELL|Sunday,5,120,76.66666666666667,3546.0,-830.0,1.6240760295670538,34,76.47058823529412,754.0,-468.0,1.4027777777777777,11,72.72727272727273,106.0,-367.0,1.150997150997151,19.466635744362065
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|SELL|Sunday,6,150,76.66666666666667,4605.5,-848.5,1.6630912101360593,41,75.60975609756098,791.0,-601.0,1.338034188034188,14,71.42857142857143,74.0,-601.0,1.079059829059829,20.438674253109347
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,8,210,76.66666666666667,6713.0,-999.0,1.7140349944157847,61,75.40983606557377,1259.5,-835.0,1.3719179093459324,20,70.0,10.0,-835.0,1.0071225071225072,22.36519346436114
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,9,227,76.65198237885463,7423.5,-985.5,1.7452939109482455,69,78.26086956521739,1849.0,-798.0,1.5267806267806268,25,72.0,180.0,-601.0,1.10989010989011,23.361535627094582
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,7,197,76.6497461928934,6820.0,-1167.0,1.8503740648379052,51,86.27450980392157,2929.5,-468.0,2.9343017497523936,13,76.92307692307693,308.0,-468.0,1.4387464387464388,23.32822802047717
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,197,76.6497461928934,6264.0,-702.0,1.7069179550840763,61,75.40983606557377,1041.0,-665.0,1.2965811965811966,21,71.42857142857143,111.0,-601.0,1.079059829059829,22.27581294908068
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,5,137,76.64233576642336,4880.5,-809.5,1.8769203126403737,38,78.94736842105263,1063.0,-468.0,1.5678418803418803,12,75.0,207.0,-234.0,1.294871794871795,21.30952231033534
10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,137,76.64233576642336,4539.5,-820.0,1.764289923394225,39,76.92307692307693,829.0,-734.0,1.3936372269705604,14,71.42857142857143,74.0,-468.0,1.079059829059829,20.56560591761898
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday,5,137,76.64233576642336,4449.5,-564.0,1.7341803481560927,41,75.60975609756098,696.0,-564.0,1.2974358974358975,15,73.33333333333333,175.0,-532.0,1.186965811965812,20.731068396343147
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|SELL|Monday,9,244,76.63934426229508,8472.5,-1054.5,1.8524070627295135,68,83.82352941176471,3211.5,-601.0,2.3105488675780452,22,72.72727272727273,212.0,-601.0,1.150997150997151,24.76188159591089
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,4,107,76.63551401869158,3441.0,-1018.5,1.725031605562579,29,89.65517241379311,1924.0,-234.0,3.740740740740741,11,90.9090909090909,776.0,-234.0,4.316239316239316,20.839296173575935
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,214,76.63551401869158,7517.5,-948.5,1.8717963585759017,60,81.66666666666667,2280.0,-665.0,1.8857808857808858,17,70.58823529411765,42.0,-601.0,1.035897435897436,23.71709285848428
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday,8,214,76.63551401869158,7007.0,-1223.5,1.763539282990084,59,81.35593220338984,2397.5,-702.0,1.9783717608651297,20,70.0,10.0,-702.0,1.0071225071225072,22.778387295028732
10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,4,107,76.63551401869158,3087.0,-1202.0,1.5977924089852826,31,74.19354838709677,451.0,-702.0,1.2409188034188035,12,75.0,207.0,-702.0,1.294871794871795,18.60602123020928
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,10,261,76.62835249042146,8145.0,-1063.0,1.6857503683435067,73,78.08219178082192,2136.5,-936.0,1.5901118630023476,24,70.83333333333334,79.0,-936.0,1.0482295482295483,23.876361873093416
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Sunday,6,154,76.62337662337663,5312.0,-1244.0,1.822354671414196,39,87.17948717948718,2387.5,-234.0,3.281414237935977,10,80.0,340.0,-234.0,1.7264957264957266,21.91166669272622
03:48|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,6,154,76.62337662337663,4971.0,-1116.5,1.727445672056779,40,85.0,2153.5,-344.5,2.6817649355720423,12,75.0,207.0,-234.0,1.294871794871795,21.244283334394442
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,6,154,76.62337662337663,4881.0,-1251.5,1.7018477244949313,42,83.33333333333334,2020.5,-468.0,2.3341036645757676,13,76.92307692307693,308.0,-266.0,1.4387464387464388,21.00650589965311
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,9,231,76.62337662337663,7339.5,-1182.5,1.708445945945946,63,82.53968253968253,2801.5,-376.5,2.143236074270557,19,78.94736842105263,579.0,-367.0,1.6185897435897436,23.602136156320366
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,9,231,76.62337662337663,7644.0,-1151.5,1.7782529016493587,68,80.88235294117648,2636.5,-601.0,1.9033750214151106,22,72.72727272727273,212.0,-601.0,1.150997150997151,23.613571847409485
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,9,231,76.62337662337663,6985.5,-1416.5,1.6481258118389313,65,75.38461538461539,1328.5,-835.0,1.3669382681950006,20,70.0,10.0,-835.0,1.0071225071225072,22.148694243407363
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Wednesday,3,77,76.62337662337663,2027.5,-468.0,1.519805153185489,24,75.0,414.0,-468.0,1.294871794871795,9,77.77777777777779,239.0,-468.0,1.5106837606837606,18.38053170441204
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,201,76.61691542288557,6748.0,-835.0,1.8050104384133612,60,81.66666666666667,2280.0,-734.0,1.8857808857808858,20,70.0,10.0,-734.0,1.0071225071225072,22.963035314035253
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,248,76.61290322580645,8037.0,-741.0,1.733102253032929,72,79.16666666666666,2152.0,-500.0,1.613105413105413,23,73.91304347826086,313.0,-500.0,1.2229344729344729,24.34437808285995
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,6,171,76.60818713450293,5525.0,-1175.0,1.7308684436801376,43,86.04651162790698,2456.5,-468.0,2.918391253416634,13,84.61538461538461,643.0,-468.0,2.373931623931624,22.274781969295006
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday,6,171,76.60818713450293,5829.5,-1000.0,1.8302357046215196,48,83.33333333333334,2291.5,-702.0,2.3105519016299687,16,75.0,276.0,-702.0,1.294871794871795,22.23722108473848
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,171,76.60818713450293,5536.5,-1001.0,1.7516291067064893,48,83.33333333333334,2168.0,-431.0,2.158119658119658,16,75.0,276.0,-431.0,1.294871794871795,21.86461448682345
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,171,76.60818713450293,6009.5,-624.5,1.8509026548672567,48,81.25,1738.0,-500.0,1.825261158594492,14,71.42857142857143,74.0,-367.0,1.079059829059829,22.53064993974612
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,6,171,76.60818713450293,5171.0,-1182.5,1.648198057035412,45,75.55555555555556,983.5,-936.0,1.4013466639461334,14,71.42857142857143,74.0,-936.0,1.079059829059829,20.646723119692055
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,8,218,76.60550458715596,6967.5,-1233.0,1.716673523966262,62,79.03225806451613,2030.5,-936.0,1.6957341099880074,20,75.0,345.0,-936.0,1.294871794871795,22.813336885907663
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,9,218,76.60550458715596,6571.5,-899.0,1.6442331258271654,63,76.19047619047619,1338.0,-899.0,1.3811965811965812,21,71.42857142857143,111.0,-601.0,1.079059829059829,22.35823596549514
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,188,76.59574468085107,6312.5,-1219.0,1.7849903624945596,50,82.0,1940.0,-532.0,1.9211775878442545,16,75.0,276.0,-367.0,1.294871794871795,22.388064830579665
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,5,141,76.59574468085107,4940.0,-1100.0,1.848578545048527,38,81.57894736842105,1616.5,-500.0,2.0673489600528225,11,72.72727272727273,106.0,-500.0,1.150997150997151,21.06346401791832
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday,7,188,76.59574468085107,6222.5,-1055.5,1.7623277182235835,52,80.76923076923077,1807.0,-468.0,1.7722222222222221,17,76.47058823529412,377.0,-468.0,1.4027777777777777,22.45089313653494
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|SELL|Monday,7,188,76.59574468085107,6527.0,-798.0,1.8560561348285134,57,78.94736842105263,1642.0,-798.0,1.5847578347578348,20,70.0,10.0,-798.0,1.0071225071225072,22.691999023966254
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,9,235,76.59574468085107,7665.0,-867.0,1.7423728813559323,71,76.05633802816901,1381.0,-867.0,1.3471593765711414,24,70.83333333333334,79.0,-867.0,1.0482295482295483,23.54443091751616
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,8,205,76.58536585365854,7048.5,-983.5,1.839356951473653,56,85.71428571428571,3099.5,-468.0,2.772662281955962,17,70.58823529411765,42.0,-468.0,1.035897435897436,23.37801958725968
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday,8,205,76.58536585365854,6958.5,-1088.5,1.816869167106885,58,84.48275862068965,2966.5,-633.0,2.496343001261034,18,72.22222222222221,143.0,-633.0,1.1222222222222222,23.18065479461833
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,6,158,76.58227848101265,4860.0,-1082.5,1.6688687035507845,42,80.95238095238095,1562.0,-702.0,1.8344017094017093,14,78.57142857142857,409.0,-702.0,1.5826210826210827,21.080787027842526
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,6,158,76.58227848101265,5164.5,-1001.0,1.7676129607609987,47,78.72340425531915,1397.0,-936.0,1.597008547008547,17,70.58823529411765,42.0,-936.0,1.035897435897436,21.054922786334107
10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,158,76.58227848101265,5153.0,-766.0,1.7422932872371075,42,78.57142857142857,1132.0,-468.0,1.5375118708452042,12,75.0,207.0,-468.0,1.294871794871795,21.466092563909797
03:48|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,4,111,76.57657657657657,3793.5,-1219.5,1.8109234715690465,29,89.65517241379311,2047.5,-234.0,4.53932584269663,8,87.5,473.0,-234.0,3.0213675213675213,20.90033974991636
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday,4,111,76.57657657657657,3880.5,-963.0,1.851360245721808,31,83.87096774193549,1579.5,-367.0,2.5093167701863353,8,75.0,138.0,-367.0,1.294871794871795,20.370066290476238
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,111,76.57657657657657,3587.5,-468.0,1.731769505354411,31,83.87096774193549,1456.0,-234.0,2.2444444444444445,8,75.0,138.0,-234.0,1.294871794871795,20.452475550108844
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday,5,111,76.57657657657657,3156.5,-702.0,1.5848077813802686,34,79.41176470588235,1089.0,-633.0,1.664835164835165,11,72.72727272727273,106.0,-399.0,1.150997150997151,19.30391731069568
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,222,76.57657657657657,7136.5,-867.5,1.7249961903794382,67,77.61194029850746,1647.0,-564.0,1.4692307692307693,25,72.0,180.0,-500.0,1.10989010989011,23.132250862962472
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,175,76.57142857142857,5394.0,-766.0,1.6704785581106276,52,76.92307692307693,1232.0,-532.0,1.4387464387464388,17,76.47058823529412,377.0,-367.0,1.4027777777777777,21.62530467317204
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday,5,128,76.5625,3800.5,-830.0,1.6331528529779258,35,82.85714285714286,1525.0,-468.0,2.086182336182336,11,81.81818181818183,441.0,-468.0,1.9423076923076923,20.49366908674416
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,7,192,76.5625,6102.0,-1385.5,1.7266015718028103,52,82.6923076923077,2360.5,-702.0,2.190668348045397,16,75.0,276.0,-702.0,1.294871794871795,21.983966956418193
03:48|BUY|Monday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,128,76.5625,4491.0,-702.0,1.8504071198636622,38,81.57894736842105,1398.0,-532.0,1.8534798534798536,12,75.0,207.0,-468.0,1.294871794871795,21.124604488284717
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,5,128,76.5625,3980.5,-1049.5,1.6821765209940016,37,81.08108108108108,1515.5,-376.5,2.0006602839220866,15,73.33333333333333,175.0,-234.0,1.186965811965812,19.990147241714723
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,7,192,76.5625,6575.0,-1188.5,1.812279943171289,52,80.76923076923077,1930.5,-468.0,1.8709677419354838,14,71.42857142857143,74.0,-367.0,1.079059829059829,22.464920053061398
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,5,128,76.5625,4105.0,-702.0,1.7512123707567024,40,80.0,1360.0,-702.0,1.7264957264957266,14,71.42857142857143,74.0,-702.0,1.079059829059829,20.38189094218528
